species_id,habitat_type,population_trend,fishing_pressure,average_size_cm,geographic_region,reproduction_rate,depth_range_m,water_temperature_c,population_size_thousands,conservation_status
886,Deep Sea,Critical,High,168.74,Mediterranean,7.14,918.64,11.92,466.73,Moderate
887,Deep Sea,Stable,Very High,12.79,Indian Ocean,3.64,796.59,6.64,429.51,Poor
888,Estuary,Increasing,Moderate,82.03,Indian Ocean,7.57,865.26,22.65,347.0,Good
889,Deep Sea,Increasing,Moderate,74.1,Mediterranean,4.42,1140.75,10.96,85.96,Moderate
890,Open Ocean,Increasing,High,13.67,Pacific,2.36,9.14,14.72,136.58,Moderate
891,Deep Sea,Increasing,Low,33.63,Indian Ocean,5.38,525.11,16.09,107.15,Good
892,Estuary,Critical,Low,88.59,Indian Ocean,1.74,1038.97,27.28,302.19,Moderate
893,Deep Sea,Declining,Moderate,103.64,Arctic,4.69,1445.82,15.28,252.31,Moderate
894,Open Ocean,Declining,Low,86.82,Mediterranean,3.51,352.44,8.63,433.67,Moderate
895,Coral Reef,Stable,Moderate,110.88,Atlantic,9.16,1096.03,18.11,476.38,Good
896,Estuary,Stable,High,123.08,Pacific,1.08,1430.35,29.07,203.03,Moderate
897,Coral Reef,Critical,Moderate,11.89,Pacific,7.09,892.03,20.19,253.67,Moderate
898,Coral Reef,Declining,Moderate,98.18,Mediterranean,2.24,59.03,29.58,485.79,Moderate
899,Coral Reef,Declining,High,193.06,Arctic,3.53,901.29,26.03,138.84,Poor
900,Coastal,Increasing,Low,108.62,Arctic,4.45,596.41,5.9,396.4,Good
901,Coastal,Critical,Moderate,138.73,Mediterranean,9.13,1859.65,21.46,113.39,Moderate
902,Coral Reef,Critical,Moderate,69.25,Arctic,2.8,253.6,12.17,341.05,Moderate
903,Estuary,Increasing,High,157.06,Pacific,1.37,1306.69,18.99,127.55,Moderate
904,Open Ocean,Critical,Low,156.86,Pacific,3.53,110.18,11.98,441.98,Moderate
905,Open Ocean,Critical,Moderate,109.05,Atlantic,1.49,895.11,13.72,281.18,Moderate
906,Deep Sea,Stable,High,195.44,Mediterranean,1.72,1110.19,28.08,93.78,Moderate
907,Estuary,Declining,Moderate,33.85,Indian Ocean,5.95,599.42,10.17,112.96,Moderate
908,Coastal,Critical,Very High,13.22,Indian Ocean,1.08,912.88,26.85,247.43,Poor
909,Coral Reef,Stable,High,156.33,Atlantic,0.79,331.29,5.76,480.84,Moderate
910,Deep Sea,Declining,Low,163.36,Atlantic,7.29,611.73,7.27,385.05,Good
911,Open Ocean,Increasing,Low,32.84,Arctic,3.94,1244.11,26.37,244.67,Moderate
912,Coastal,Stable,Low,60.46,Atlantic,1.69,607.09,20.76,169.52,Good
913,Coastal,Stable,Low,13.33,Atlantic,2.91,1799.99,23.68,275.08,Moderate
914,Coral Reef,Declining,Moderate,65.73,Indian Ocean,6.6,1258.67,10.24,374.43,Moderate
915,Open Ocean,Increasing,Moderate,156.9,Arctic,3.12,880.1,18.43,392.18,Good
916,Estuary,Stable,Low,108.41,Atlantic,5.2,82.32,23.43,162.98,Good
917,Coastal,Critical,Low,76.14,Atlantic,1.66,1001.6,20.68,360.86,Moderate
918,Coral Reef,Critical,Low,80.63,Arctic,6.09,1530.73,16.79,329.24,Moderate
919,Estuary,Critical,Moderate,10.26,Mediterranean,3.5,534.79,28.99,479.6,Moderate
920,Open Ocean,Increasing,Low,66.96,Arctic,6.46,1614.51,21.9,465.61,Good
921,Coastal,Stable,Low,132.83,Indian Ocean,8.18,507.35,27.69,394.9,Good
922,Estuary,Critical,Very High,195.1,Mediterranean,6.31,1648.37,23.24,361.97,Moderate
923,Estuary,Increasing,Very High,170.94,Pacific,3.31,175.11,23.39,137.75,Poor
924,Estuary,Critical,Low,14.48,Arctic,2.93,1733.04,7.0,423.14,Moderate
925,Coastal,Declining,High,180.73,Indian Ocean,3.61,1000.88,13.99,214.33,Poor
926,Coastal,Stable,Low,158.81,Mediterranean,2.06,596.59,26.46,136.85,Moderate
927,Deep Sea,Stable,Very High,158.27,Arctic,2.22,533.9,10.82,192.7,Moderate
928,Open Ocean,Increasing,High,97.02,Atlantic,8.01,866.86,7.89,418.13,Good
929,Coral Reef,Increasing,High,85.62,Arctic,4.15,1998.1,13.15,75.17,Moderate
930,Estuary,Stable,Low,67.55,Pacific,4.64,444.55,10.51,228.62,Moderate
931,Deep Sea,Critical,Very High,22.48,Arctic,6.14,210.92,28.13,246.69,Poor
932,Coral Reef,Critical,Very High,53.36,Mediterranean,6.1,1172.15,26.7,19.28,Poor
933,Deep Sea,Declining,High,56.85,Mediterranean,1.14,979.64,17.49,98.68,Poor
934,Coastal,Critical,Low,101.97,Arctic,8.4,1050.77,6.53,413.54,Good
935,Estuary,Increasing,Moderate,152.01,Mediterranean,2.18,1335.54,22.86,415.55,Moderate
936,Coral Reef,Increasing,Moderate,100.02,Atlantic,7.37,537.95,20.59,146.92,Good
937,Coral Reef,Critical,Very High,20.99,Arctic,7.84,1821.78,29.26,437.57,Poor
938,Coral Reef,Increasing,Moderate,191.98,Atlantic,7.29,874.17,18.97,386.12,Good
939,Coral Reef,Stable,Very High,189.12,Atlantic,6.0,262.53,13.41,209.54,Moderate
940,Coral Reef,Stable,Very High,159.19,Indian Ocean,0.64,1485.89,17.98,374.45,Moderate
941,Deep Sea,Critical,Very High,198.35,Arctic,3.92,1287.99,29.48,480.71,Poor
942,Estuary,Stable,Moderate,113.45,Mediterranean,6.25,634.91,22.41,230.03,Moderate
943,Coastal,Stable,Very High,192.93,Atlantic,4.18,1244.93,21.8,119.98,Moderate
944,Coastal,Declining,High,24.36,Indian Ocean,8.7,443.62,11.02,470.97,Good
945,Coastal,Declining,Low,79.48,Arctic,3.43,892.45,23.59,302.27,Moderate
946,Coastal,Stable,Low,52.82,Arctic,3.29,1799.33,23.76,53.53,Moderate
947,Deep Sea,Critical,Very High,47.21,Pacific,3.03,271.4,12.93,286.77,Poor
948,Open Ocean,Declining,Low,36.75,Pacific,3.66,776.46,17.09,250.79,Moderate
949,Estuary,Increasing,Moderate,128.26,Atlantic,5.8,1643.18,12.37,427.94,Good
950,Coral Reef,Increasing,Moderate,158.45,Pacific,7.22,1939.13,11.47,265.82,Good
951,Open Ocean,Increasing,Low,119.88,Atlantic,6.79,910.58,5.65,128.36,Moderate
952,Coastal,Critical,Moderate,37.92,Mediterranean,8.17,1016.46,12.13,338.15,Moderate
953,Open Ocean,Stable,Low,164.11,Atlantic,8.92,1146.48,18.85,271.75,Good
954,Estuary,Increasing,Low,130.83,Pacific,8.25,1865.03,5.04,117.29,Good
955,Coral Reef,Critical,Low,83.75,Mediterranean,0.68,1717.12,12.08,287.24,Poor
956,Coral Reef,Declining,Very High,138.08,Pacific,7.49,345.35,27.04,410.95,Moderate
957,Estuary,Stable,Low,59.38,Atlantic,2.48,876.33,19.84,15.26,Moderate
958,Estuary,Declining,Very High,75.59,Indian Ocean,1.76,930.68,20.2,315.79,Poor
959,Coastal,Critical,Low,184.32,Arctic,6.57,1579.25,15.08,175.44,Moderate
960,Coral Reef,Increasing,Low,65.2,Pacific,3.54,1207.77,21.91,147.04,Moderate
961,Open Ocean,Increasing,Low,99.3,Atlantic,1.04,1310.17,9.75,196.9,Good
962,Deep Sea,Critical,Moderate,179.13,Mediterranean,1.81,1996.41,25.47,171.67,Poor
963,Deep Sea,Increasing,Very High,144.47,Pacific,0.51,154.55,7.92,416.29,Moderate
964,Estuary,Stable,Very High,21.82,Pacific,9.08,449.9,21.4,138.12,Moderate
965,Coastal,Critical,Low,37.99,Arctic,0.73,818.75,13.53,366.84,Moderate
966,Deep Sea,Declining,Low,11.49,Atlantic,2.49,698.83,23.69,47.94,Moderate
967,Coral Reef,Critical,Moderate,129.88,Indian Ocean,4.45,48.18,18.74,475.75,Moderate
968,Estuary,Stable,Moderate,95.06,Mediterranean,3.89,188.1,16.31,311.54,Moderate
969,Open Ocean,Stable,Moderate,35.51,Atlantic,9.16,1363.5,9.24,353.65,Good
970,Estuary,Critical,Very High,192.01,Mediterranean,0.88,1759.25,20.92,149.72,Poor
971,Open Ocean,Critical,Very High,110.64,Pacific,5.37,1030.88,29.37,206.64,Poor
972,Estuary,Increasing,Very High,55.96,Arctic,6.96,1080.69,25.64,112.67,Moderate
973,Estuary,Stable,Low,105.11,Arctic,9.35,513.91,6.5,466.34,Good
974,Estuary,Critical,Very High,139.13,Indian Ocean,6.39,1536.91,14.41,244.56,Poor
975,Open Ocean,Critical,High,24.49,Arctic,8.14,1504.83,28.14,315.59,Moderate
976,Open Ocean,Stable,High,62.19,Pacific,1.3,1178.79,17.58,367.4,Moderate
977,Estuary,Critical,Moderate,163.32,Indian Ocean,4.17,429.27,21.55,186.18,Moderate
978,Deep Sea,Increasing,Very High,97.34,Atlantic,4.05,198.55,27.81,360.33,Good
979,Coastal,Stable,High,113.85,Arctic,8.92,133.16,26.84,338.32,Good
980,Coastal,Increasing,Moderate,92.24,Indian Ocean,1.94,1187.43,17.55,353.12,Good
981,Coastal,Increasing,Very High,18.34,Pacific,1.94,1650.95,15.94,245.13,Moderate
982,Open Ocean,Increasing,Low,41.49,Mediterranean,3.62,1717.37,13.49,192.09,Moderate
983,Open Ocean,Increasing,High,94.65,Mediterranean,1.02,929.93,22.98,111.82,Moderate
984,Deep Sea,Stable,Low,49.75,Pacific,2.23,1569.62,12.17,412.49,Moderate
985,Coastal,Increasing,Very High,19.5,Pacific,9.67,1894.03,11.25,304.57,Good
986,Coastal,Increasing,High,170.29,Mediterranean,4.57,553.96,13.91,222.73,Moderate
987,Estuary,Critical,Very High,196.43,Indian Ocean,6.5,798.93,9.43,472.05,Poor
988,Open Ocean,Stable,Low,160.7,Mediterranean,7.4,1863.3,22.38,24.87,Moderate
989,Coastal,Stable,High,172.22,Pacific,3.99,679.77,20.41,425.24,Moderate
990,Deep Sea,Declining,Low,55.98,Arctic,1.9,1828.18,17.07,498.79,Moderate
991,Deep Sea,Stable,Very High,192.52,Atlantic,2.46,1962.18,14.76,443.58,Poor
992,Coastal,Stable,Very High,47.42,Arctic,3.48,1325.31,27.73,405.41,Moderate
993,Open Ocean,Declining,Low,190.77,Arctic,6.54,1634.7,5.73,187.78,Good
994,Deep Sea,Stable,High,199.02,Pacific,4.28,1500.34,24.23,116.43,Moderate
995,Estuary,Stable,Low,145.23,Mediterranean,0.56,1400.57,27.55,367.69,Good
996,Deep Sea,Stable,Very High,196.42,Indian Ocean,5.47,617.33,16.16,152.98,Moderate
997,Coral Reef,Stable,Low,118.21,Arctic,9.25,118.9,18.77,88.84,Good
998,Coral Reef,Declining,Very High,59.31,Mediterranean,8.21,689.39,28.61,393.48,Moderate
999,Open Ocean,Stable,Low,93.03,Indian Ocean,8.34,1335.54,10.31,156.96,Good
1000,Coastal,Stable,High,122.78,Arctic,8.05,209.55,18.0,457.31,Good
